region,report_date,year,month,month_sin,month_cos,ppt,ppt_3month_total,tmax,tmax_3month_avg,population,pct_developed,pct_agriculture,pct_forest,pct_shrub_grass,water_use_lastmonth,water_use_lastyear,water_use_last3month_avg,water_use
Tulare Lake,2026-02-01,2026,2,0.8660254037844386,0.5000000000000001,37.95979356614045,118.09427402807508,16.278535686145496,15.051599180571554,1947445.2646736326,0.06855701557845359,0.318407988636479,0.11826796274021051,0.4604700980804455,7641624064.0,6732440913.489341,8579588437.333333,7205583400.0
Central Coast,2026-03-01,2026,3,1.0,6.123233995736766e-17,59.01333027414684,181.1388859415452,19.116318112805292,18.452079077449884,1154465.5382380497,0.05527399284652916,0.06647525447387241,0.13322881090650826,0.7257131629966616,2993119488.0,3461580341.07605,3102819754.6666665,3381075500.0
Colorado River,2026-03-01,2026,3,1.0,6.123233995736766e-17,9.697551093895544,31.639563596857393,24.426640084789582,21.825216141932838,651413.1445391951,0.02407477841058034,0.0509213327051866,0.004832678951615947,0.7257233241568322,2376108288.0,4559192357.133,2364016554.6666665,2491294700.0
North Coast,2026-03-01,2026,3,1.0,6.123233995736766e-17,113.65431418686723,375.83013990554457,13.823120615272124,12.641924179949118,403313.8035693968,0.034702720315898314,0.026277253458957553,0.48683584577662403,0.4252973586701171,852011328.0,901756172.5029,892090389.3333334,929544800.0
North Lahontan,2026-03-01,2026,3,1.0,6.123233995736766e-17,52.95379281741066,160.92111569332687,9.998829481707176,8.408227501405783,51946.512397044055,0.023379584604922534,0.0270747583739237,0.23365856721547543,0.5990145446299847,229187616.0,195896839.01999998,245912810.66666666,233532370.0
Sacramento River,2026-03-01,2026,3,1.0,6.123233995736766e-17,85.56505323607773,267.0553598360371,14.970364081806737,13.595473099606993,2781176.9402658534,0.0632338804971099,0.13050295911037726,0.2961286588119758,0.4672420879793009,8775297024.0,9941404659.732811,9419654144.0,9889713000.0
San Francisco Bay,2026-03-01,2026,3,1.0,6.123233995736766e-17,61.492399612151445,206.2821882846109,18.56511144922871,17.581873271149853,6260047.668421215,0.260770995420197,0.026458823988134327,0.16053173548344907,0.38369013550899306,16012834816.0,19647441413.931423,16370435072.0,17712360000.0
San Joaquin River,2026-03-01,2026,3,1.0,6.123233995736766e-17,76.43861273692433,222.85924549392897,16.578268112404082,15.132981893148832,1422517.018983262,0.06727659179331104,0.23184087846312143,0.20737692984122102,0.4411034798487962,4815147520.0,5983289787.790964,5043684693.333333,5542655500.0
South Coast,2026-03-01,2026,3,1.0,6.123233995736766e-17,46.94471300430009,150.11089362382043,19.754472681407982,19.192371474219158,18398035.51042502,0.33189971532466533,0.0176986110595525,0.06620351758825803,0.5601958975280288,54525865984.0,65650398956.11372,58869652138.666664,60218597000.0
South Lahontan,2026-03-01,2026,3,1.0,6.123233995736766e-17,16.657230943877554,54.609630760103876,18.7800912618857,16.56297822859132,874687.376771608,0.02099595681127178,0.004658070134507505,0.03478836599840612,0.8264792560058702,2584259072.0,2849835214.4260397,2685371221.3333335,2929885700.0
Tulare Lake,2026-03-01,2026,3,1.0,6.123233995736766e-17,48.74217437262807,134.32297799778368,17.798857304781336,16.142845898326684,1948931.3243049155,0.06855701557845359,0.318407988636479,0.11826796274021051,0.4604700980804455,7205583360.0,7452692789.866943,7643174741.333333,8427362300.0
Central Coast,2026-04-01,2026,4,0.8660254037844387,-0.4999999999999998,14.498465652593868,125.8696162571274,22.515372626864032,20.098218727043008,1155440.9171500998,0.05527399284652916,0.06647525447387241,0.13322881090650826,0.7257131629966616,3381075456.0,4006422074.08466,3169886378.6666665,4011582200.0
